dex,name,type_1,type_2,total,hp,attack,defense,sp_atk,sp_def,speed,poke_links,generation,image_url
0357,Tropius,Grass,Flying,460,99,68,83,72,87,51,https://pokemondb.net/pokedex/tropius,3,https://img.pokemondb.net/artwork/large/tropius.jpg
0358,Chimecho,Psychic,None,455,75,50,80,95,90,65,https://pokemondb.net/pokedex/chimecho,3,https://img.pokemondb.net/artwork/large/chimecho.jpg
0359,Absol,Dark,None,465,65,130,60,75,60,75,https://pokemondb.net/pokedex/absol,3,https://img.pokemondb.net/artwork/large/absol.jpg
0360,Wynaut,Psychic,None,260,95,23,48,23,48,23,https://pokemondb.net/pokedex/wynaut,3,https://img.pokemondb.net/artwork/large/wynaut.jpg
0361,Snorunt,Ice,None,300,50,50,50,50,50,50,https://pokemondb.net/pokedex/snorunt,3,https://img.pokemondb.net/artwork/large/snorunt.jpg
0362,Glalie,Ice,None,480,80,80,80,80,80,80,https://pokemondb.net/pokedex/glalie,3,https://img.pokemondb.net/artwork/large/glalie.jpg
0363,Spheal,Ice,Water,290,70,40,50,55,50,25,https://pokemondb.net/pokedex/spheal,3,https://img.pokemondb.net/artwork/large/spheal.jpg
0364,Sealeo,Ice,Water,410,90,60,70,75,70,45,https://pokemondb.net/pokedex/sealeo,3,https://img.pokemondb.net/artwork/large/sealeo.jpg
0365,Walrein,Ice,Water,530,110,80,90,95,90,65,https://pokemondb.net/pokedex/walrein,3,https://img.pokemondb.net/artwork/large/walrein.jpg
0366,Clamperl,Water,None,345,35,64,85,74,55,32,https://pokemondb.net/pokedex/clamperl,3,https://img.pokemondb.net/artwork/large/clamperl.jpg
0367,Huntail,Water,None,485,55,104,105,94,75,52,https://pokemondb.net/pokedex/huntail,3,https://img.pokemondb.net/artwork/large/huntail.jpg
0368,Gorebyss,Water,None,485,55,84,105,114,75,52,https://pokemondb.net/pokedex/gorebyss,3,https://img.pokemondb.net/artwork/large/gorebyss.jpg
0369,Relicanth,Water,Rock,485,100,90,130,45,65,55,https://pokemondb.net/pokedex/relicanth,3,https://img.pokemondb.net/artwork/large/relicanth.jpg
0370,Luvdisc,Water,None,330,43,30,55,40,65,97,https://pokemondb.net/pokedex/luvdisc,3,https://img.pokemondb.net/artwork/large/luvdisc.jpg
0371,Bagon,Dragon,None,300,45,75,60,40,30,50,https://pokemondb.net/pokedex/bagon,3,https://img.pokemondb.net/artwork/large/bagon.jpg
0372,Shelgon,Dragon,None,420,65,95,100,60,50,50,https://pokemondb.net/pokedex/shelgon,3,https://img.pokemondb.net/artwork/large/shelgon.jpg
0373,Salamence,Dragon,Flying,600,95,135,80,110,80,100,https://pokemondb.net/pokedex/salamence,3,https://img.pokemondb.net/artwork/large/salamence.jpg
0374,Beldum,Steel,Psychic,300,40,55,80,35,60,30,https://pokemondb.net/pokedex/beldum,3,https://img.pokemondb.net/artwork/large/beldum.jpg
0375,Metang,Steel,Psychic,420,60,75,100,55,80,50,https://pokemondb.net/pokedex/metang,3,https://img.pokemondb.net/artwork/large/metang.jpg
0376,Metagross,Steel,Psychic,600,80,135,130,95,90,70,https://pokemondb.net/pokedex/metagross,3,https://img.pokemondb.net/artwork/large/metagross.jpg
0377,Regirock,Rock,None,580,80,100,200,50,100,50,https://pokemondb.net/pokedex/regirock,3,https://img.pokemondb.net/artwork/large/regirock.jpg
0378,Regice,Ice,None,580,80,50,100,100,200,50,https://pokemondb.net/pokedex/regice,3,https://img.pokemondb.net/artwork/large/regice.jpg
0379,Registeel,Steel,None,580,80,75,150,75,150,50,https://pokemondb.net/pokedex/registeel,3,https://img.pokemondb.net/artwork/large/registeel.jpg
0380,Latias,Dragon,Psychic,600,80,80,90,110,130,110,https://pokemondb.net/pokedex/latias,3,https://img.pokemondb.net/artwork/large/latias.jpg
0381,Latios,Dragon,Psychic,600,80,90,80,130,110,110,https://pokemondb.net/pokedex/latios,3,https://img.pokemondb.net/artwork/large/latios.jpg
0382,Kyogre,Water,None,670,100,100,90,150,140,90,https://pokemondb.net/pokedex/kyogre,3,https://img.pokemondb.net/artwork/large/kyogre.jpg
0383,Groudon,Ground,None,670,100,150,140,100,90,90,https://pokemondb.net/pokedex/groudon,3,https://img.pokemondb.net/artwork/large/groudon.jpg
0384,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,https://pokemondb.net/pokedex/rayquaza,3,https://img.pokemondb.net/artwork/large/rayquaza.jpg
0385,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/jirachi,3,https://img.pokemondb.net/artwork/large/jirachi.jpg
0386,Deoxys (Normal Forme),Psychic,None,600,50,150,50,150,50,150,https://pokemondb.net/pokedex/deoxys,3,https://img.pokemondb.net/artwork/large/deoxys-normal.jpg
0387,Turtwig,Grass,None,318,55,68,64,45,55,31,https://pokemondb.net/pokedex/turtwig,4,https://img.pokemondb.net/artwork/large/turtwig.jpg
0388,Grotle,Grass,None,405,75,89,85,55,65,36,https://pokemondb.net/pokedex/grotle,4,https://img.pokemondb.net/artwork/large/grotle.jpg
0389,Torterra,Grass,Ground,525,95,109,105,75,85,56,https://pokemondb.net/pokedex/torterra,4,https://img.pokemondb.net/artwork/large/torterra.jpg
0390,Chimchar,Fire,None,309,44,58,44,58,44,61,https://pokemondb.net/pokedex/chimchar,4,https://img.pokemondb.net/artwork/large/chimchar.jpg
0391,Monferno,Fire,Fighting,405,64,78,52,78,52,81,https://pokemondb.net/pokedex/monferno,4,https://img.pokemondb.net/artwork/large/monferno.jpg
0392,Infernape,Fire,Fighting,534,76,104,71,104,71,108,https://pokemondb.net/pokedex/infernape,4,https://img.pokemondb.net/artwork/large/infernape.jpg
0393,Piplup,Water,None,314,53,51,53,61,56,40,https://pokemondb.net/pokedex/piplup,4,https://img.pokemondb.net/artwork/large/piplup.jpg
0394,Prinplup,Water,None,405,64,66,68,81,76,50,https://pokemondb.net/pokedex/prinplup,4,https://img.pokemondb.net/artwork/large/prinplup.jpg
0395,Empoleon,Water,Steel,530,84,86,88,111,101,60,https://pokemondb.net/pokedex/empoleon,4,https://img.pokemondb.net/artwork/large/empoleon.jpg
0396,Starly,Normal,Flying,245,40,55,30,30,30,60,https://pokemondb.net/pokedex/starly,4,https://img.pokemondb.net/artwork/large/starly.jpg
0397,Staravia,Normal,Flying,340,55,75,50,40,40,80,https://pokemondb.net/pokedex/staravia,4,https://img.pokemondb.net/artwork/large/staravia.jpg
0398,Staraptor,Normal,Flying,485,85,120,70,50,60,100,https://pokemondb.net/pokedex/staraptor,4,https://img.pokemondb.net/artwork/large/staraptor.jpg
0399,Bidoof,Normal,None,250,59,45,40,35,40,31,https://pokemondb.net/pokedex/bidoof,4,https://img.pokemondb.net/artwork/large/bidoof.jpg
0400,Bibarel,Normal,Water,410,79,85,60,55,60,71,https://pokemondb.net/pokedex/bibarel,4,https://img.pokemondb.net/artwork/large/bibarel.jpg
0401,Kricketot,Bug,None,194,37,25,41,25,41,25,https://pokemondb.net/pokedex/kricketot,4,https://img.pokemondb.net/artwork/large/kricketot.jpg
0402,Kricketune,Bug,None,384,77,85,51,55,51,65,https://pokemondb.net/pokedex/kricketune,4,https://img.pokemondb.net/artwork/large/kricketune.jpg
0403,Shinx,Electric,None,263,45,65,34,40,34,45,https://pokemondb.net/pokedex/shinx,4,https://img.pokemondb.net/artwork/large/shinx.jpg
0404,Luxio,Electric,None,363,60,85,49,60,49,60,https://pokemondb.net/pokedex/luxio,4,https://img.pokemondb.net/artwork/large/luxio.jpg
0405,Luxray,Electric,None,523,80,120,79,95,79,70,https://pokemondb.net/pokedex/luxray,4,https://img.pokemondb.net/artwork/large/luxray.jpg
0406,Budew,Grass,Poison,280,40,30,35,50,70,55,https://pokemondb.net/pokedex/budew,4,https://img.pokemondb.net/artwork/large/budew.jpg
0407,Roserade,Grass,Poison,515,60,70,65,125,105,90,https://pokemondb.net/pokedex/roserade,4,https://img.pokemondb.net/artwork/large/roserade.jpg
0408,Cranidos,Rock,None,350,67,125,40,30,30,58,https://pokemondb.net/pokedex/cranidos,4,https://img.pokemondb.net/artwork/large/cranidos.jpg
0409,Rampardos,Rock,None,495,97,165,60,65,50,58,https://pokemondb.net/pokedex/rampardos,4,https://img.pokemondb.net/artwork/large/rampardos.jpg
0410,Shieldon,Rock,Steel,350,30,42,118,42,88,30,https://pokemondb.net/pokedex/shieldon,4,https://img.pokemondb.net/artwork/large/shieldon.jpg
0411,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,https://pokemondb.net/pokedex/bastiodon,4,https://img.pokemondb.net/artwork/large/bastiodon.jpg
0412,Burmy (Plant Cloak),Bug,None,224,40,29,45,29,45,36,https://pokemondb.net/pokedex/burmy,4,https://img.pokemondb.net/artwork/large/burmy-plant.jpg
0413,Wormadam (Plant Cloak),Bug,Grass,424,60,59,85,79,105,36,https://pokemondb.net/pokedex/wormadam,4,https://img.pokemondb.net/artwork/large/wormadam-plant.jpg
0414,Mothim,Bug,Flying,424,70,94,50,94,50,66,https://pokemondb.net/pokedex/mothim,4,https://img.pokemondb.net/artwork/large/mothim.jpg
0415,Combee,Bug,Flying,244,30,30,42,30,42,70,https://pokemondb.net/pokedex/combee,4,https://img.pokemondb.net/artwork/large/combee.jpg
0416,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,https://pokemondb.net/pokedex/vespiquen,4,https://img.pokemondb.net/artwork/large/vespiquen.jpg
0417,Pachirisu,Electric,None,405,60,45,70,45,90,95,https://pokemondb.net/pokedex/pachirisu,4,https://img.pokemondb.net/artwork/large/pachirisu.jpg
0418,Buizel,Water,None,330,55,65,35,60,30,85,https://pokemondb.net/pokedex/buizel,4,https://img.pokemondb.net/artwork/large/buizel.jpg
0419,Floatzel,Water,None,495,85,105,55,85,50,115,https://pokemondb.net/pokedex/floatzel,4,https://img.pokemondb.net/artwork/large/floatzel.jpg
0420,Cherubi,Grass,None,275,45,35,45,62,53,35,https://pokemondb.net/pokedex/cherubi,4,https://img.pokemondb.net/artwork/large/cherubi.jpg
0421,Cherrim,Grass,None,450,70,60,70,87,78,85,https://pokemondb.net/pokedex/cherrim,4,https://img.pokemondb.net/artwork/large/cherrim.jpg
0422,Shellos,Water,None,325,76,48,48,57,62,34,https://pokemondb.net/pokedex/shellos,4,https://img.pokemondb.net/artwork/large/shellos.jpg
0423,Gastrodon,Water,Ground,475,111,83,68,92,82,39,https://pokemondb.net/pokedex/gastrodon,4,https://img.pokemondb.net/artwork/large/gastrodon.jpg
0424,Ambipom,Normal,None,482,75,100,66,60,66,115,https://pokemondb.net/pokedex/ambipom,4,https://img.pokemondb.net/artwork/large/ambipom.jpg
0425,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,https://pokemondb.net/pokedex/drifloon,4,https://img.pokemondb.net/artwork/large/drifloon.jpg
0426,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,https://pokemondb.net/pokedex/drifblim,4,https://img.pokemondb.net/artwork/large/drifblim.jpg
0427,Buneary,Normal,None,350,55,66,44,44,56,85,https://pokemondb.net/pokedex/buneary,4,https://img.pokemondb.net/artwork/large/buneary.jpg
0428,Lopunny,Normal,None,480,65,76,84,54,96,105,https://pokemondb.net/pokedex/lopunny,4,https://img.pokemondb.net/artwork/large/lopunny.jpg
0429,Mismagius,Ghost,None,495,60,60,60,105,105,105,https://pokemondb.net/pokedex/mismagius,4,https://img.pokemondb.net/artwork/large/mismagius.jpg
0430,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,https://pokemondb.net/pokedex/honchkrow,4,https://img.pokemondb.net/artwork/large/honchkrow.jpg
0431,Glameow,Normal,None,310,49,55,42,42,37,85,https://pokemondb.net/pokedex/glameow,4,https://img.pokemondb.net/artwork/large/glameow.jpg
0432,Purugly,Normal,None,452,71,82,64,64,59,112,https://pokemondb.net/pokedex/purugly,4,https://img.pokemondb.net/artwork/large/purugly.jpg
0433,Chingling,Psychic,None,285,45,30,50,65,50,45,https://pokemondb.net/pokedex/chingling,4,https://img.pokemondb.net/artwork/large/chingling.jpg
0434,Stunky,Poison,Dark,329,63,63,47,41,41,74,https://pokemondb.net/pokedex/stunky,4,https://img.pokemondb.net/artwork/large/stunky.jpg
0435,Skuntank,Poison,Dark,479,103,93,67,71,61,84,https://pokemondb.net/pokedex/skuntank,4,https://img.pokemondb.net/artwork/large/skuntank.jpg
0436,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,https://pokemondb.net/pokedex/bronzor,4,https://img.pokemondb.net/artwork/large/bronzor.jpg
0437,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,https://pokemondb.net/pokedex/bronzong,4,https://img.pokemondb.net/artwork/large/bronzong.jpg
0438,Bonsly,Rock,None,290,50,80,95,10,45,10,https://pokemondb.net/pokedex/bonsly,4,https://img.pokemondb.net/artwork/large/bonsly.jpg
0439,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,https://pokemondb.net/pokedex/mime-jr,4,https://img.pokemondb.net/artwork/large/mime-jr.jpg
0440,Happiny,Normal,None,220,100,5,5,15,65,30,https://pokemondb.net/pokedex/happiny,4,https://img.pokemondb.net/artwork/large/happiny.jpg
0441,Chatot,Normal,Flying,411,76,65,45,92,42,91,https://pokemondb.net/pokedex/chatot,4,https://img.pokemondb.net/artwork/large/chatot.jpg
0442,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,https://pokemondb.net/pokedex/spiritomb,4,https://img.pokemondb.net/artwork/large/spiritomb.jpg
0443,Gible,Dragon,Ground,300,58,70,45,40,45,42,https://pokemondb.net/pokedex/gible,4,https://img.pokemondb.net/artwork/large/gible.jpg
0444,Gabite,Dragon,Ground,410,68,90,65,50,55,82,https://pokemondb.net/pokedex/gabite,4,https://img.pokemondb.net/artwork/large/gabite.jpg
0445,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,https://pokemondb.net/pokedex/garchomp,4,https://img.pokemondb.net/artwork/large/garchomp.jpg
0446,Munchlax,Normal,None,390,135,85,40,40,85,5,https://pokemondb.net/pokedex/munchlax,4,https://img.pokemondb.net/artwork/large/munchlax.jpg
0447,Riolu,Fighting,None,285,40,70,40,35,40,60,https://pokemondb.net/pokedex/riolu,4,https://img.pokemondb.net/artwork/large/riolu.jpg
0448,Lucario,Fighting,Steel,525,70,110,70,115,70,90,https://pokemondb.net/pokedex/lucario,4,https://img.pokemondb.net/artwork/large/lucario.jpg
0449,Hippopotas,Ground,None,330,68,72,78,38,42,32,https://pokemondb.net/pokedex/hippopotas,4,https://img.pokemondb.net/artwork/large/hippopotas.jpg
0450,Hippowdon,Ground,None,525,108,112,118,68,72,47,https://pokemondb.net/pokedex/hippowdon,4,https://img.pokemondb.net/artwork/large/hippowdon.jpg
0451,Skorupi,Poison,Bug,330,40,50,90,30,55,65,https://pokemondb.net/pokedex/skorupi,4,https://img.pokemondb.net/artwork/large/skorupi.jpg
0452,Drapion,Poison,Dark,500,70,90,110,60,75,95,https://pokemondb.net/pokedex/drapion,4,https://img.pokemondb.net/artwork/large/drapion.jpg
0453,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,https://pokemondb.net/pokedex/croagunk,4,https://img.pokemondb.net/artwork/large/croagunk.jpg
0454,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,https://pokemondb.net/pokedex/toxicroak,4,https://img.pokemondb.net/artwork/large/toxicroak.jpg
0455,Carnivine,Grass,None,454,74,100,72,90,72,46,https://pokemondb.net/pokedex/carnivine,4,https://img.pokemondb.net/artwork/large/carnivine.jpg
0456,Finneon,Water,None,330,49,49,56,49,61,66,https://pokemondb.net/pokedex/finneon,4,https://img.pokemondb.net/artwork/large/finneon.jpg
0457,Lumineon,Water,None,460,69,69,76,69,86,91,https://pokemondb.net/pokedex/lumineon,4,https://img.pokemondb.net/artwork/large/lumineon.jpg
0458,Mantyke,Water,Flying,345,45,20,50,60,120,50,https://pokemondb.net/pokedex/mantyke,4,https://img.pokemondb.net/artwork/large/mantyke.jpg
0459,Snover,Grass,Ice,334,60,62,50,62,60,40,https://pokemondb.net/pokedex/snover,4,https://img.pokemondb.net/artwork/large/snover.jpg
0460,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,https://pokemondb.net/pokedex/abomasnow,4,https://img.pokemondb.net/artwork/large/abomasnow.jpg
0461,Weavile,Dark,Ice,510,70,120,65,45,85,125,https://pokemondb.net/pokedex/weavile,4,https://img.pokemondb.net/artwork/large/weavile.jpg
0462,Magnezone,Electric,Steel,535,70,70,115,130,90,60,https://pokemondb.net/pokedex/magnezone,4,https://img.pokemondb.net/artwork/large/magnezone.jpg
0463,Lickilicky,Normal,None,515,110,85,95,80,95,50,https://pokemondb.net/pokedex/lickilicky,4,https://img.pokemondb.net/artwork/large/lickilicky.jpg
0464,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,https://pokemondb.net/pokedex/rhyperior,4,https://img.pokemondb.net/artwork/large/rhyperior.jpg
0465,Tangrowth,Grass,None,535,100,100,125,110,50,50,https://pokemondb.net/pokedex/tangrowth,4,https://img.pokemondb.net/artwork/large/tangrowth.jpg
0466,Electivire,Electric,None,540,75,123,67,95,85,95,https://pokemondb.net/pokedex/electivire,4,https://img.pokemondb.net/artwork/large/electivire.jpg
0467,Magmortar,Fire,None,540,75,95,67,125,95,83,https://pokemondb.net/pokedex/magmortar,4,https://img.pokemondb.net/artwork/large/magmortar.jpg
0468,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,https://pokemondb.net/pokedex/togekiss,4,https://img.pokemondb.net/artwork/large/togekiss.jpg
0469,Yanmega,Bug,Flying,515,86,76,86,116,56,95,https://pokemondb.net/pokedex/yanmega,4,https://img.pokemondb.net/artwork/large/yanmega.jpg
0470,Leafeon,Grass,None,525,65,110,130,60,65,95,https://pokemondb.net/pokedex/leafeon,4,https://img.pokemondb.net/artwork/large/leafeon.jpg
0471,Glaceon,Ice,None,525,65,60,110,130,95,65,https://pokemondb.net/pokedex/glaceon,4,https://img.pokemondb.net/artwork/large/glaceon.jpg
0472,Gliscor,Ground,Flying,510,75,95,125,45,75,95,https://pokemondb.net/pokedex/gliscor,4,https://img.pokemondb.net/artwork/large/gliscor.jpg
0473,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,https://pokemondb.net/pokedex/mamoswine,4,https://img.pokemondb.net/artwork/large/mamoswine.jpg
0474,Porygon-Z,Normal,None,535,85,80,70,135,75,90,https://pokemondb.net/pokedex/porygon-z,4,https://img.pokemondb.net/artwork/large/porygon-z.jpg
0475,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,https://pokemondb.net/pokedex/gallade,4,https://img.pokemondb.net/artwork/large/gallade.jpg
0476,Probopass,Rock,Steel,525,60,55,145,75,150,40,https://pokemondb.net/pokedex/probopass,4,https://img.pokemondb.net/artwork/large/probopass.jpg
0477,Dusknoir,Ghost,None,525,45,100,135,65,135,45,https://pokemondb.net/pokedex/dusknoir,4,https://img.pokemondb.net/artwork/large/dusknoir.jpg
0478,Froslass,Ice,Ghost,480,70,80,70,80,70,110,https://pokemondb.net/pokedex/froslass,4,https://img.pokemondb.net/artwork/large/froslass.jpg
0479,Rotom,Electric,Ghost,440,50,50,77,95,77,91,https://pokemondb.net/pokedex/rotom,4,https://img.pokemondb.net/artwork/large/rotom.jpg
0480,Uxie,Psychic,None,580,75,75,130,75,130,95,https://pokemondb.net/pokedex/uxie,4,https://img.pokemondb.net/artwork/large/uxie.jpg
0481,Mesprit,Psychic,None,580,80,105,105,105,105,80,https://pokemondb.net/pokedex/mesprit,4,https://img.pokemondb.net/artwork/large/mesprit.jpg
0482,Azelf,Psychic,None,580,75,125,70,125,70,115,https://pokemondb.net/pokedex/azelf,4,https://img.pokemondb.net/artwork/large/azelf.jpg
0483,Dialga,Steel,Dragon,680,100,120,120,150,100,90,https://pokemondb.net/pokedex/dialga,4,https://img.pokemondb.net/artwork/large/dialga.jpg
0484,Palkia,Water,Dragon,680,90,120,100,150,120,100,https://pokemondb.net/pokedex/palkia,4,https://img.pokemondb.net/artwork/large/palkia.jpg
0485,Heatran,Fire,Steel,600,91,90,106,130,106,77,https://pokemondb.net/pokedex/heatran,4,https://img.pokemondb.net/artwork/large/heatran.jpg
0486,Regigigas,Normal,None,670,110,160,110,80,110,100,https://pokemondb.net/pokedex/regigigas,4,https://img.pokemondb.net/artwork/large/regigigas.jpg
0487,Giratina (Altered Forme),Ghost,Dragon,680,150,100,120,100,120,90,https://pokemondb.net/pokedex/giratina,4,https://img.pokemondb.net/artwork/large/giratina-altered.jpg
0488,Cresselia,Psychic,None,580,120,70,110,75,120,85,https://pokemondb.net/pokedex/cresselia,4,https://img.pokemondb.net/artwork/large/cresselia.jpg
0489,Phione,Water,None,480,80,80,80,80,80,80,https://pokemondb.net/pokedex/phione,4,https://img.pokemondb.net/artwork/large/phione.jpg
0490,Manaphy,Water,None,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/manaphy,4,https://img.pokemondb.net/artwork/large/manaphy.jpg
0491,Darkrai,Dark,None,600,70,90,90,135,90,125,https://pokemondb.net/pokedex/darkrai,4,https://img.pokemondb.net/artwork/large/darkrai.jpg
0492,Shaymin (Land Forme),Grass,None,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/shaymin,4,https://img.pokemondb.net/artwork/large/shaymin-land.jpg
0493,Arceus,Normal,None,720,120,120,120,120,120,120,https://pokemondb.net/pokedex/arceus,4,https://img.pokemondb.net/artwork/large/arceus.jpg
0494,Victini,Psychic,Fire,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/victini,5,https://img.pokemondb.net/artwork/large/victini.jpg
0495,Snivy,Grass,None,308,45,45,55,45,55,63,https://pokemondb.net/pokedex/snivy,5,https://img.pokemondb.net/artwork/large/snivy.jpg
0496,Servine,Grass,None,413,60,60,75,60,75,83,https://pokemondb.net/pokedex/servine,5,https://img.pokemondb.net/artwork/large/servine.jpg
0497,Serperior,Grass,None,528,75,75,95,75,95,113,https://pokemondb.net/pokedex/serperior,5,https://img.pokemondb.net/artwork/large/serperior.jpg
0498,Tepig,Fire,None,308,65,63,45,45,45,45,https://pokemondb.net/pokedex/tepig,5,https://img.pokemondb.net/artwork/large/tepig.jpg
0499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,https://pokemondb.net/pokedex/pignite,5,https://img.pokemondb.net/artwork/large/pignite.jpg
0500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,https://pokemondb.net/pokedex/emboar,5,https://img.pokemondb.net/artwork/large/emboar.jpg
0501,Oshawott,Water,None,308,55,55,45,63,45,45,https://pokemondb.net/pokedex/oshawott,5,https://img.pokemondb.net/artwork/large/oshawott.jpg
0502,Dewott,Water,None,413,75,75,60,83,60,60,https://pokemondb.net/pokedex/dewott,5,https://img.pokemondb.net/artwork/large/dewott.jpg
0503,Samurott,Water,None,528,95,100,85,108,70,70,https://pokemondb.net/pokedex/samurott,5,https://img.pokemondb.net/artwork/large/samurott.jpg
0504,Patrat,Normal,None,255,45,55,39,35,39,42,https://pokemondb.net/pokedex/patrat,5,https://img.pokemondb.net/artwork/large/patrat.jpg
0505,Watchog,Normal,None,420,60,85,69,60,69,77,https://pokemondb.net/pokedex/watchog,5,https://img.pokemondb.net/artwork/large/watchog.jpg
0506,Lillipup,Normal,None,275,45,60,45,25,45,55,https://pokemondb.net/pokedex/lillipup,5,https://img.pokemondb.net/artwork/large/lillipup.jpg
0507,Herdier,Normal,None,370,65,80,65,35,65,60,https://pokemondb.net/pokedex/herdier,5,https://img.pokemondb.net/artwork/large/herdier.jpg
0508,Stoutland,Normal,None,500,85,110,90,45,90,80,https://pokemondb.net/pokedex/stoutland,5,https://img.pokemondb.net/artwork/large/stoutland.jpg
0509,Purrloin,Dark,None,281,41,50,37,50,37,66,https://pokemondb.net/pokedex/purrloin,5,https://img.pokemondb.net/artwork/large/purrloin.jpg
0510,Liepard,Dark,None,446,64,88,50,88,50,106,https://pokemondb.net/pokedex/liepard,5,https://img.pokemondb.net/artwork/large/liepard.jpg
0511,Pansage,Grass,None,316,50,53,48,53,48,64,https://pokemondb.net/pokedex/pansage,5,https://img.pokemondb.net/artwork/large/pansage.jpg
0512,Simisage,Grass,None,498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simisage,5,https://img.pokemondb.net/artwork/large/simisage.jpg
0513,Pansear,Fire,None,316,50,53,48,53,48,64,https://pokemondb.net/pokedex/pansear,5,https://img.pokemondb.net/artwork/large/pansear.jpg
0514,Simisear,Fire,None,498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simisear,5,https://img.pokemondb.net/artwork/large/simisear.jpg
0515,Panpour,Water,None,316,50,53,48,53,48,64,https://pokemondb.net/pokedex/panpour,5,https://img.pokemondb.net/artwork/large/panpour.jpg
0516,Simipour,Water,None,498,75,98,63,98,63,101,https://pokemondb.net/pokedex/simipour,5,https://img.pokemondb.net/artwork/large/simipour.jpg
0517,Munna,Psychic,None,292,76,25,45,67,55,24,https://pokemondb.net/pokedex/munna,5,https://img.pokemondb.net/artwork/large/munna.jpg
0518,Musharna,Psychic,None,487,116,55,85,107,95,29,https://pokemondb.net/pokedex/musharna,5,https://img.pokemondb.net/artwork/large/musharna.jpg
0519,Pidove,Normal,Flying,264,50,55,50,36,30,43,https://pokemondb.net/pokedex/pidove,5,https://img.pokemondb.net/artwork/large/pidove.jpg
0520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,https://pokemondb.net/pokedex/tranquill,5,https://img.pokemondb.net/artwork/large/tranquill.jpg
0521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,https://pokemondb.net/pokedex/unfezant,5,https://img.pokemondb.net/artwork/large/unfezant.jpg
0522,Blitzle,Electric,None,295,45,60,32,50,32,76,https://pokemondb.net/pokedex/blitzle,5,https://img.pokemondb.net/artwork/large/blitzle.jpg
0523,Zebstrika,Electric,None,497,75,100,63,80,63,116,https://pokemondb.net/pokedex/zebstrika,5,https://img.pokemondb.net/artwork/large/zebstrika.jpg
0524,Roggenrola,Rock,None,280,55,75,85,25,25,15,https://pokemondb.net/pokedex/roggenrola,5,https://img.pokemondb.net/artwork/large/roggenrola.jpg
0525,Boldore,Rock,None,390,70,105,105,50,40,20,https://pokemondb.net/pokedex/boldore,5,https://img.pokemondb.net/artwork/large/boldore.jpg
0526,Gigalith,Rock,None,515,85,135,130,60,80,25,https://pokemondb.net/pokedex/gigalith,5,https://img.pokemondb.net/artwork/large/gigalith.jpg
0527,Woobat,Psychic,Flying,323,65,45,43,55,43,72,https://pokemondb.net/pokedex/woobat,5,https://img.pokemondb.net/artwork/large/woobat.jpg
0528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,https://pokemondb.net/pokedex/swoobat,5,https://img.pokemondb.net/artwork/large/swoobat.jpg
0529,Drilbur,Ground,None,328,60,85,40,30,45,68,https://pokemondb.net/pokedex/drilbur,5,https://img.pokemondb.net/artwork/large/drilbur.jpg
0530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,https://pokemondb.net/pokedex/excadrill,5,https://img.pokemondb.net/artwork/large/excadrill.jpg
0531,Audino,Normal,None,445,103,60,86,60,86,50,https://pokemondb.net/pokedex/audino,5,https://img.pokemondb.net/artwork/large/audino.jpg
0532,Timburr,Fighting,None,305,75,80,55,25,35,35,https://pokemondb.net/pokedex/timburr,5,https://img.pokemondb.net/artwork/large/timburr.jpg
0533,Gurdurr,Fighting,None,405,85,105,85,40,50,40,https://pokemondb.net/pokedex/gurdurr,5,https://img.pokemondb.net/artwork/large/gurdurr.jpg
0534,Conkeldurr,Fighting,None,505,105,140,95,55,65,45,https://pokemondb.net/pokedex/conkeldurr,5,https://img.pokemondb.net/artwork/large/conkeldurr.jpg
